Seed,Day,Difficulty,Ammo_Casings,Ammo_Lead,Ammo_Powder,Ammo_Crafted,Ammo_Fired,Ammo_Stock,Tooling_Lathe,Tooling_Press,Tooling_Bench,Radio_Decrypted,Radio_Triangulated,Social_PrivacyFatigue_Avg,Social_Disputes,Excavation_MethanePPM,Excavation_ShoringPermille,Excavation_CaveIns
42,77,Hardcore Desolation,500,241,105,0,6,63,1.000,0.664,1.000,0,0,666,81,7858,800,0
42,78,Hardcore Desolation,506,243,106,0,4,59,1.000,0.664,1.000,0,0,666,81,7943,756,0
42,79,Hardcore Desolation,514,247,108,0,9,50,1.000,0.664,1.000,0,0,666,83,8054,733,0
42,80,Hardcore Desolation,520,247,108,20,5,65,1.000,0.652,1.000,0,0,666,84,8138,690,0
42,81,Hardcore Desolation,525,249,109,0,6,59,1.000,0.652,1.000,0,0,666,85,8206,650,0
42,82,Hardcore Desolation,530,253,111,0,6,53,1.000,0.652,1.000,0,0,666,85,8347,621,0
42,83,Hardcore Desolation,537,253,112,20,9,64,1.000,0.640,1.000,0,0,666,87,8473,974,0
42,84,Hardcore Desolation,544,256,114,0,5,59,1.000,0.640,1.000,0,0,666,88,8614,948,0
42,85,Hardcore Desolation,551,258,115,0,8,51,1.000,0.640,1.000,0,0,666,89,8682,911,0
42,86,Hardcore Desolation,557,258,116,20,6,65,1.000,0.628,1.000,0,0,666,89,8767,870,0
42,87,Hardcore Desolation,562,260,118,0,6,59,1.000,0.628,1.000,0,0,666,91,8856,850,0
42,88,Hardcore Desolation,567,262,120,0,5,54,1.000,0.628,1.000,0,0,666,92,8967,807,0
42,89,Hardcore Desolation,573,265,122,0,4,50,1.000,0.628,1.000,0,0,666,93,9084,765,0
42,90,Hardcore Desolation,579,266,123,20,7,63,1.000,0.616,1.000,0,0,666,94,9212,739,0
42,91,Hardcore Desolation,588,268,124,0,8,55,1.000,0.616,1.000,0,0,666,95,9300,703,0
42,92,Hardcore Desolation,592,273,126,0,4,51,1.000,0.616,1.000,0,0,666,96,9408,654,0
42,93,Hardcore Desolation,598,275,126,20,5,66,1.000,0.604,1.000,0,0,666,98,9470,605,0
42,94,Hardcore Desolation,607,280,127,0,8,58,1.000,0.604,1.000,0,0,666,98,9618,964,0
42,95,Hardcore Desolation,613,282,129,0,5,53,1.000,0.604,1.000,0,0,666,99,9700,929,0
42,96,Hardcore Desolation,617,284,130,20,6,67,1.000,0.592,1.000,0,0,666,100,9818,894,0
42,97,Hardcore Desolation,624,286,132,0,7,60,1.000,0.592,1.000,0,0,666,102,9901,853,0
42,98,Hardcore Desolation,630,291,133,0,4,56,1.000,0.592,1.000,0,0,666,102,10015,819,0
42,99,Hardcore Desolation,635,294,134,20,7,69,1.000,0.580,1.000,0,0,666,104,10071,777,0
42,100,Hardcore Desolation,644,296,135,0,8,61,1.000,0.580,1.000,0,0,666,104,10207,742,0
98765,1,Standard Survival,44,61,30,20,5,45,1.000,0.995,1.000,0,0,80,2,162,955,0
98765,2,Standard Survival,48,64,31,20,6,59,1.000,0.990,1.000,0,0,160,3,82,921,0
98765,3,Standard Survival,57,69,33,0,8,51,1.000,0.990,1.000,0,0,240,4,0,898,0
98765,4,Standard Survival,62,72,33,20,5,66,1.000,0.985,1.000,0,0,320,5,0,849,0
98765,5,Standard Survival,69,75,34,0,5,61,1.000,0.985,1.000,0,0,400,6,0,801,0
98765,6,Standard Survival,76,80,36,0,9,52,1.000,0.985,1.000,0,0,480,7,0,777,0
98765,7,Standard Survival,82,83,36,20,9,63,1.000,0.980,1.000,0,0,560,9,0,738,0
98765,8,Standard Survival,90,88,37,0,7,56,1.000,0.980,1.000,0,0,640,9,0,714,0
98765,9,Standard Survival,96,88,37,20,7,69,1.000,0.975,1.000,0,0,666,10,0,673,0
98765,10,Standard Survival,103,93,39,0,7,62,1.000,0.975,1.000,0,0,666,11,0,652,0
98765,11,Standard Survival,110,95,40,0,6,56,1.000,0.975,1.000,0,0,666,13,0,613,0
98765,12,Standard Survival,118,98,40,20,8,68,1.000,0.970,1.000,0,0,666,13,0,984,0
98765,13,Standard Survival,125,103,41,0,7,61,1.000,0.970,1.000,0,0,666,15,0,954,0
98765,14,Standard Survival,134,107,42,0,8,53,1.000,0.970,1.000,0,0,666,15,0,917,0
98765,15,Standard Survival,139,109,43,20,4,69,1.000,0.965,1.000,0,0,666,17,0,874,0
98765,16,Standard Survival,148,114,45,0,8,61,1.000,0.965,1.000,0,0,666,18,0,847,0
98765,17,Standard Survival,155,119,46,0,9,52,1.000,0.965,1.000,0,0,666,19,0,821,0
98765,18,Standard Survival,158,121,46,20,4,68,1.000,0.960,1.000,0,0,666,19,0,785,0
98765,19,Standard Survival,166,126,48,0,9,59,1.000,0.960,1.000,0,0,666,21,0,737,0
98765,20,Standard Survival,173,129,50,0,8,51,1.000,0.960,1.000,0,0,666,22,0,705,0
98765,21,Standard Survival,179,130,51,20,6,65,1.000,0.955,1.000,0,0,666,23,0,679,0
98765,22,Standard Survival,187,135,52,0,9,56,1.000,0.955,1.000,0,0,666,23,0,640,0
98765,23,Standard Survival,192,138,53,0,6,50,1.000,0.955,1.000,0,0,666,25,0,991,0
98765,24,Standard Survival,196,141,53,20,5,65,1.000,0.950,1.000,0,0,666,26,0,971,0
98765,25,Standard Survival,201,146,54,0,4,61,1.000,0.950,1.000,0,0,666,27,0,942,0
98765,26,Standard Survival,208,150,55,0,8,53,1.000,0.950,1.000,0,0,666,28,0,916,0
98765,27,Standard Survival,211,152,55,20,4,69,1.000,0.945,1.000,0,0,666,29,0,870,0
98765,28,Standard Survival,218,155,56,0,8,61,1.000,0.945,1.000,0,0,666,30,0,836,0
98765,29,Standard Survival,223,157,57,0,4,57,1.000,0.945,1.000,0,0,666,32,0,805,0
98765,30,Standard Survival,231,160,57,20,9,68,1.000,0.940,1.000,0,0,666,32,0,778,0
98765,31,Standard Survival,237,165,58,0,4,64,1.000,0.940,1.000,0,0,666,33,0,739,0
98765,32,Standard Survival,242,168,60,0,6,58,1.000,0.940,1.000,0,0,666,34,0,718,0
98765,33,Standard Survival,250,172,61,0,8,50,1.000,0.940,1.000,0,0,666,36,0,672,0
98765,34,Standard Survival,254,175,61,20,4,66,1.000,0.935,1.000,0,0,666,36,0,645,0
98765,35,Standard Survival,261,180,62,0,6,60,1.000,0.935,1.000,0,0,666,38,0,997,0
98765,36,Standard Survival,267,183,63,0,5,55,1.000,0.935,1.000,0,0,666,38,0,962,0
98765,37,Standard Survival,274,186,64,0,5,50,1.000,0.935,1.000,0,0,666,40,0,919,0
98765,38,Standard Survival,278,189,64,20,5,65,1.000,0.930,1.000,0,0,666,41,0,893,0
98765,39,Standard Survival,286,191,65,0,7,58,1.000,0.930,1.000,0,0,666,42,0,861,0
98765,40,Standard Survival,291,196,67,0,5,53,1.000,0.930,1.000,0,0,666,42,0,816,0
98765,41,Standard Survival,297,199,68,20,8,65,1.000,0.925,1.000,0,0,666,44,0,768,0
98765,42,Standard Survival,303,204,69,0,6,59,1.000,0.925,1.000,0,0,666,45,0,719,0
98765,43,Standard Survival,308,209,70,0,6,53,1.000,0.925,1.000,0,0,666,46,0,671,0
98765,44,Standard Survival,312,212,70,20,6,67,1.000,0.920,1.000,0,0,666,46,0,632,0
98765,45,Standard Survival,321,214,72,0,9,58,1.000,0.920,1.000,0,0,666,48,0,987,0
98765,46,Standard Survival,327,218,74,0,7,51,1.000,0.920,1.000,0,0,666,49,0,961,0
98765,47,Standard Survival,331,219,75,20,5,66,1.000,0.915,1.000,0,0,666,50,0,912,0
98765,48,Standard Survival,337,223,77,0,4,62,1.000,0.915,1.000,0,0,666,51,0,878,0
98765,49,Standard Survival,346,226,79,0,8,54,1.000,0.915,1.000,0,0,666,52,0,850,0
98765,50,Standard Survival,354,227,79,20,9,65,1.000,0.910,1.000,0,0,666,53,0,816,0
98765,51,Standard Survival,359,231,80,0,5,60,1.000,0.910,1.000,0,0,666,55,0,782,0
98765,52,Standard Survival,367,235,82,0,8,52,1.000,0.910,1.000,0,0,666,55,0,751,0
98765,53,Standard Survival,372,238,82,20,5,67,1.000,0.905,1.000,0,0,666,56,0,723,0
98765,54,Standard Survival,377,243,84,0,5,62,1.000,0.905,1.000,0,0,666,57,0,684,0
98765,55,Standard Survival,383,247,86,0,7,55,1.000,0.905,1.000,0,0,666,59,0,648,0
98765,56,Standard Survival,390,251,88,0,5,50,1.000,0.905,1.000,0,0,666,59,0,617,0
98765,57,Standard Survival,396,251,88,20,5,65,1.000,0.900,1.000,0,0,666,61,0,974,0
98765,58,Standard Survival,402,253,89,0,5,60,1.000,0.900,1.000,0,0,666,61,0,948,0
98765,59,Standard Survival,410,255,90,0,7,53,1.000,0.900,1.000,0,0,666,63,0,908,0
98765,60,Standard Survival,415,257,90,20,7,66,1.000,0.895,1.000,0,0,666,64,0,863,0
98765,61,Standard Survival,421,260,92,0,5,61,1.000,0.895,1.000,0,0,666,65,0,815,0
98765,62,Standard Survival,429,264,93,0,7,54,1.000,0.895,1.000,0,0,666,65,0,781,0
98765,63,Standard Survival,434,269,94,0,4,50,1.000,0.895,1.000,0,0,666,67,0,752,0
98765,64,Standard Survival,440,270,94,20,7,63,1.000,0.890,1.000,0,0,666,68,0,717,0
98765,65,Standard Survival,445,275,96,0,4,59,1.000,0.890,1.000,0,0,666,69,0,686,0
98765,66,Standard Survival,454,278,98,0,9,50,1.000,0.890,1.000,0,0,666,70,0,666,0
98765,67,Standard Survival,461,278,99,20,8,62,1.000,0.885,1.000,0,0,666,71,0,633,0
98765,68,Standard Survival,470,280,100,0,9,53,1.000,0.885,1.000,0,0,666,72,0,611,0
98765,69,Standard Survival,476,282,101,20,6,67,1.000,0.880,1.000,0,0,666,74,0,966,0
98765,70,Standard Survival,485,284,102,0,8,59,1.000,0.880,1.000,0,0,666,74,0,926,0
98765,71,Standard Survival,490,286,104,0,4,55,1.000,0.880,1.000,0,0,666,75,0,901,0
98765,72,Standard Survival,497,287,104,20,8,67,1.000,0.875,1.000,0,0,666,76,0,854,0
98765,73,Standard Survival,506,292,106,0,8,59,1.000,0.875,1.000,0,0,666,78,0,823,0
98765,74,Standard Survival,514,294,107,0,8,51,1.000,0.875,1.000,0,0,666,78,0,789,0
98765,75,Standard Survival,520,295,108,20,5,66,1.000,0.870,1.000,0,0,666,80,0,769,0
98765,76,Standard Survival,526,298,110,0,7,59,1.000,0.870,1.000,0,0,666,80,0,723,0
98765,77,Standard Survival,534,301,111,0,9,50,1.000,0.870,1.000,0,0,666,82,0,703,0
98765,78,Standard Survival,540,302,111,20,9,61,1.000,0.865,1.000,0,0,666,83,0,671,0
98765,79,Standard Survival,545,304,112,0,6,55,1.000,0.865,1.000,0,0,666,84,0,644,0
98765,80,Standard Survival,553,306,113,20,8,67,1.000,0.860,1.000,0,0,666,84,0,611,0
98765,81,Standard Survival,559,311,114,0,5,62,1.000,0.860,1.000,0,0,666,86,0,985,0
98765,82,Standard Survival,567,313,115,0,8,54,1.000,0.860,1.000,0,0,666,87,0,948,0
98765,83,Standard Survival,575,314,115,20,9,65,1.000,0.855,1.000,0,0,666,88,0,924,0
98765,84,Standard Survival,581,318,116,0,7,58,1.000,0.855,1.000,0,0,666,88,0,904,0
98765,85,Standard Survival,590,322,118,0,8,50,1.000,0.855,1.000,0,0,666,90,0,868,0
98765,86,Standard Survival,596,322,118,20,7,63,1.000,0.850,1.000,0,0,666,91,0,832,0
98765,87,Standard Survival,603,324,119,0,9,54,1.000,0.850,1.000,0,0,666,92,0,801,0
98765,88,Standard Survival,607,324,119,20,5,69,1.000,0.845,1.000,0,0,666,93,0,754,0
98765,89,Standard Survival,614,329,121,0,8,61,1.000,0.845,1.000,0,0,666,94,0,708,0
98765,90,Standard Survival,620,333,123,0,6,55,1.000,0.845,1.000,0,0,666,95,0,664,0
98765,91,Standard Survival,625,335,125,0,5,50,1.000,0.845,1.000,0,0,666,97,0,622,0
98765,92,Standard Survival,631,338,125,20,7,63,1.000,0.840,1.000,0,0,666,97,0,987,0
98765,93,Standard Survival,637,340,126,0,5,58,1.000,0.840,1.000,0,0,666,98,0,944,0
98765,94,Standard Survival,643,344,127,0,6,52,1.000,0.840,1.000,0,0,666,99,0,908,0
98765,95,Standard Survival,648,345,128,20,4,68,1.000,0.835,1.000,0,0,666,101,0,886,0
98765,96,Standard Survival,657,349,129,0,9,59,1.000,0.835,1.000,0,0,666,101,0,866,0
98765,97,Standard Survival,663,352,131,0,4,55,1.000,0.835,1.000,0,0,666,103,0,824,0
98765,98,Standard Survival,670,354,132,20,8,67,1.000,0.830,1.000,0,0,666,103,0,776,0
98765,99,Standard Survival,678,358,134,0,8,59,1.000,0.830,1.000,0,0,666,105,0,755,0
98765,100,Standard Survival,685,362,136,0,7,52,1.000,0.830,1.000,0,0,666,106,0,719,0
